ID;Jaar;Plaats uitgave;Boekverkoper;Auteur;Titel;Formaat;Vindplaats;Bijwerk;Figure;Plaats druk;Drukker;Stijl
BDA:390;1663;Haarlem;Pieter Casteleyn;Gillis Joosten Saeghman;(fol. A1r) [In zwart en rood] Groote Comptoir| Almanach| Op het Iaer ons Heeren Iesu Christi| M.DC.LXIII. Na de Nieuwe en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste| en  Leer marckten, Als mede de MAEN ALMANACH, daer in| men alle Dagen sien kan wat uur de Maen des avondts ende des morgens op en onder| gaet, tot groot gerief van alle Borgers, en Reysende Luyden, te  Water en te Lande, oock op| yder Maendt een Pronosticatie, de Conjunctien der Planeten ende de Opmerckinghen.| Item, de Vacantien voor den Hove van Hollant, Vrieslandt, Uytrecht| en de Stadt  Amsterdam, met kort Register, op yder Maent, van de Iaer marckten| van verscheyde Steden, en meest al de Hollandtsche Dorpen, die om de veelheydt in de Almanach, op haer dagh| niet konnen gestelt  worden, voorts 't varen van de Buyte  en Binne schuyten, het verlanghen en verkorten| van de Poort klocken, de Water getijden, de Natuer en werckingh der Planeten, en een Tafeltje aenwij | sendewanneer de Son op en onder gaet. Gestelt door GILLIS JOOSTEN SAEGHMAN. [Houtsnede: koopmansbeurs in Amsterdam, met opschrift: ANNO 1663]| t'AMSTERDAM,| [lijn]| Gedruckt by GILLIS JOOSTEN SAEGHMAN, Boeck drucker en| Boeck verkooper in de Nieuwe straet, in de Druckery, 1663.||;4o:A D 4;CUNY [nog niet gezien];;;Amsterdam;Gillis Joosten Saegman;
BDA:391;1664;Amsterdam;Gerrit van Goedesberg;Dirck Rembrantsz van Nierop;[nog niet gezien] Almanach .... van eenighe achter een volgende Jaeren, als van het Jaer 1664 tot 1676.;8o?;UBU Gesnat *V*;;;;;
BDA:392;1664;Amsterdam;Hendrick Doncker;?;[exemplaar onbekend] Almanach tot den Jare 1700. Amsted. 1664.;;Onbekend;;;;;
BDA:393;1664;Breda ?;Johannes Evermans ?;Fobbe Korst [Jan van Vliet];Gegraveerde titelpagina (fol. 1r) [graveur: A. Santvoort fecit] Bredaesche Almanac.| En Chronijck.| [voorstelling: markramer met een korf waarin boeken liggen, ervoor hangt een hord met daarop gedrukt: FRIESKE SPREECKWOORDEN, de man staat op het Oldenhoofse kerkhof in Leeuwarden, met de Oldehove op de achtergrond. (fol *1r) [Geen echte titelpagina] AEN SIIN HOOGHEIT| DEN PRINCE VAN ORANGE,| HEER VAN BREDA, &c.||;4o:* 2 A 4 B 2 C D;UBT [nog niet gezien];;;;;
BDA:394;1664;Breda ?;Johannes Evermans ?;Fobbe Korst [Jan van Vliet];Gegraveerde titelpagina (fol. 1r) [graveur: A. Santvoort fecit] Bredaesche Almanac.| En Chronijck.| [voorstelling: markramer met een korf waarin boeken liggen, ervoor hangt een hord met daarop gedrukt: FRIESKE SPREECKWOORDEN, de man staat op het Oldenhoofse kerkhof in Leeuwarden, met de Oldehove op de achtergrond. (fol *1r) [Geen echte titelpagina] AEN SIIN HOOGHEIT| DEN PRINCE VAN ORANGE,| HEER VAN BREDA, &c.||;4o:* 2 A 4 B 2 C D;UBT [nog niet gezien];;;;;
BDA:395;1664;Breda ?;Johannes Evermans ?;Fobbe Korst [Jan van Vliet];Gegraveerde titelpagina (fol. 1r) [graveur: A. Santvoort fecit] Bredaesche Almanac.| En Chronijck.| [voorstelling: markramer met een korf waarin boeken liggen, ervoor hangt een hord met daarop gedrukt: FRIESKE SPREECKWOORDEN, de man staat op het Oldenhoofse kerkhof in Leeuwarden, met de Oldehove op de achtergrond. (fol *1r) [Geen echte titelpagina] AEN SIIN HOOGHEIT| DEN PRINCE VAN ORANGE,| HEER VAN BREDA, &c.||;4o:* 2 A 4 B 2 C D;UBT [nog niet gezien];;;;;
BDA:396;1664;Breda ?;Johannes Evermans ?;Fobbe Korst [Jan van Vliet];Gegraveerde titelpagina (fol. 1r) [graveur: A. Santvoort fecit] Bredaesche Almanac.| En Chronijck.| [voorstelling: markramer met een korf waarin boeken liggen, ervoor hangt een hord met daarop gedrukt: FRIESKE SPREECKWOORDEN, de man staat op het Oldenhoofse kerkhof in Leeuwarden, met de Oldehove op de achtergrond. (fol *1r) [Geen echte titelpagina] AEN SIIN HOOGHEIT| DEN PRINCE VAN ORANGE,| HEER VAN BREDA, &c.||;4o:* 2 A 4 B 2 C D;UBT [nog niet gezien];;;;;
BDA:397;1664;Breda ?;Johannes Evermans ?;Fobbe Korst [Jan van Vliet];Gegraveerde titelpagina (fol. 1r) [graveur: A. Santvoort fecit] Bredaesche Almanac.| En Chronijck.| [voorstelling: markramer met een korf waarin boeken liggen, ervoor hangt een hord met daarop gedrukt: FRIESKE SPREECKWOORDEN, de man staat op het Oldenhoofse kerkhof in Leeuwarden, met de Oldehove op de achtergrond. (fol *1r) [Geen echte titelpagina] AEN SIIN HOOGHEIT| DEN PRINCE VAN ORANGE,| HEER VAN BREDA, &c.||;4o:* 2 A 4 B 2 C D;UBT [nog niet gezien];;;;;
BDA:398;1664;Breda ?;Johannes Evermans ?;Fobbe Korst [Jan van Vliet];Gegraveerde titelpagina (fol. 1r) [graveur: A. Santvoort fecit] Bredaesche Almanac.| En Chronijck.| [voorstelling: markramer met een korf waarin boeken liggen, ervoor hangt een hord met daarop gedrukt: FRIESKE SPREECKWOORDEN, de man staat op het Oldenhoofse kerkhof in Leeuwarden, met de Oldehove op de achtergrond. (fol *1r) [Geen echte titelpagina] AEN SIIN HOOGHEIT| DEN PRINCE VAN ORANGE,| HEER VAN BREDA, &c.||;4o:* 2 A 4 B 2 C D;UBT [nog niet gezien];;;;;
BDA:399;1664;Breda ?;Johannes Evermans ?;Fobbe Korst [Jan van Vliet];Gegraveerde titelpagina (fol. 1r) [graveur: A. Santvoort fecit] Bredaesche Almanac.| En Chronijck.| [voorstelling: markramer met een korf waarin boeken liggen, ervoor hangt een hord met daarop gedrukt: FRIESKE SPREECKWOORDEN, de man staat op het Oldenhoofse kerkhof in Leeuwarden, met de Oldehove op de achtergrond. (fol *1r) [Geen echte titelpagina] AEN SIIN HOOGHEIT| DEN PRINCE VAN ORANGE,| HEER VAN BREDA, &c.||;4o:* 2 A 4 B 2 C D;UBT [nog niet gezien];;;;;
BDA:400;1664;Breda ?;Johannes Evermans ?;Fobbe Korst [Jan van Vliet];Gegraveerde titelpagina (fol. 1r) [graveur: A. Santvoort fecit] Bredaesche Almanac.| En Chronijck.| [voorstelling: markramer met een korf waarin boeken liggen, ervoor hangt een hord met daarop gedrukt: FRIESKE SPREECKWOORDEN, de man staat op het Oldenhoofse kerkhof in Leeuwarden, met de Oldehove op de achtergrond. (fol *1r) [Geen echte titelpagina] AEN SIIN HOOGHEIT| DEN PRINCE VAN ORANGE,| HEER VAN BREDA, &c.||;4o:* 2 A 4 B 2 C D;UBT [nog niet gezien];;;;;
BDA:401;1664;Breda ?;Johannes Evermans ?;Fobbe Korst [Jan van Vliet];Gegraveerde titelpagina (fol. 1r) [graveur: A. Santvoort fecit] Bredaesche Almanac.| En Chronijck.| [voorstelling: markramer met een korf waarin boeken liggen, ervoor hangt een hord met daarop gedrukt: FRIESKE SPREECKWOORDEN, de man staat op het Oldenhoofse kerkhof in Leeuwarden, met de Oldehove op de achtergrond. (fol *1r) [Geen echte titelpagina] AEN SIIN HOOGHEIT| DEN PRINCE VAN ORANGE,| HEER VAN BREDA, &c.||;4o:* 2 A 4 B 2 C D;UBT [nog niet gezien];;;;;
BDA:402;1664;Breda ?;Johannes Evermans ?;Fobbe Korst [Jan van Vliet];Gegraveerde titelpagina (fol. 1r) [graveur: A. Santvoort fecit] Bredaesche Almanac.| En Chronijck.| [voorstelling: markramer met een korf waarin boeken liggen, ervoor hangt een hord met daarop gedrukt: FRIESKE SPREECKWOORDEN, de man staat op het Oldenhoofse kerkhof in Leeuwarden, met de Oldehove op de achtergrond. (fol *1r) [Geen echte titelpagina] AEN SIIN HOOGHEIT| DEN PRINCE VAN ORANGE,| HEER VAN BREDA, &c.||;4o:* 2 A 4 B 2 C D;UBT [nog niet gezien];;;;;
BDA:403;1664;Steenwijk;?;?;[exemplaar onbekend] Steenwijker Almanach [..]  1664 [...] Steenwijk.;?;Onbekend.;;;;;
BDA:404;1664;Leiden;Jacob Burghoorn;Gillis Joosten Saeghman;(fol. A1r) [In zwart en rood] Groote Comptoir| Almanach| Op 't Schrickel Iaer ons Heeren Iesu| Christi M.DC.LXIIII. Na de Nieuwe  en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste|  en Leer marckten. Als mede de MAEN ALMANACH, daer in men alle Dagen| sien kan wat uur de Maen 's avondts ende 's morgens op en onder gaet, tot groot gerief van alle Bor | gers, en Reysende Luyden,  oock op yder Maendt een Pronosticatie, de Conjunctie der Planeten en de Zaey | Almanach, voorts de tijdt van 't begin der Vier Getijden des Iaers, en de Eclipsen, als mede noch verscheyde|  teeckenen van een vrucht of onvruchtbaer Iaer, van goet en quaet weer, Sneeuw, Hagel, Vorst, etc.| Item, de Vacantien voor den Hove van Hollandt, en de Stadt Amster | dam, met een apart Register op  yder Maendt en Dagh, van de Kermissen, Paerde marckten,| en Leer marckten, van veele Steeden, en al de Hollandtsche Dorpen, die om de veelheyt, in de Almanach, op| haer Dagh niet konnen gestelt  worden, voorts 't Varen van de Buyte  en Binne schuyten, het verlangen en| verkorten van de Poort klocken, de Water getijden, de Natuer en werckingh der Planeten, en een Tafeltje| aenwijsende wanneer de Son op en onder gaet. Gestelt door GILLIS JOOSTEN SAEGHMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: ANNO 1664.]| t' AMSTERDAM,| [lijn]| Gedruckt by GILLIS JOOSTEN SAEGHMAN, Boeck drucker en| Boeck verkooper in de Nieuwe straet, in de  Druckery, 1664.||;4o:A D 4;KBH 122 D 4:1668 [titelpagina ontbreekt];;;Amsterdam;Gillis Joosten Saegman;
BDA:405;1664;Leiden;Jacob Burghoorn;Gillis Joosten Saeghman;(fol. A1r) [In zwart en rood] Groote Comptoir| Almanach| Op 't Schrickel Iaer ons Heeren Iesu| Christi M.DC.LXIIII. Na de Nieuwe  en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste|  en Leer marckten. Als mede de MAEN ALMANACH, daer in men alle Dagen| sien kan wat uur de Maen 's avondts ende 's morgens op en onder gaet, tot groot gerief van alle Bor | gers, en Reysende Luyden,  oock op yder Maendt een Pronosticatie, de Conjunctie der Planeten en de Zaey | Almanach, voorts de tijdt van 't begin der Vier Getijden des Iaers, en de Eclipsen, als mede noch verscheyde|  teeckenen van een vrucht of onvruchtbaer Iaer, van goet en quaet weer, Sneeuw, Hagel, Vorst, etc.| Item, de Vacantien voor den Hove van Hollandt, en de Stadt Amster | dam, met een apart Register op  yder Maendt en Dagh, van de Kermissen, Paerde marckten,| en Leer marckten, van veele Steeden, en al de Hollandtsche Dorpen, die om de veelheyt, in de Almanach, op| haer Dagh niet konnen gestelt  worden, voorts 't Varen van de Buyte  en Binne schuyten, het verlangen en| verkorten van de Poort klocken, de Water getijden, de Natuer en werckingh der Planeten, en een Tafeltje| aenwijsende wanneer de Son op en onder gaet. Gestelt door GILLIS JOOSTEN SAEGHMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: ANNO 1664.]| t' AMSTERDAM,| [lijn]| Gedruckt by GILLIS JOOSTEN SAEGHMAN, Boeck drucker en| Boeck verkooper in de Nieuwe straet, in de  Druckery, 1664.||;4o:A D 4;KBH 122 D 4:1668 [titelpagina ontbreekt];;;Amsterdam;Gillis Joosten Saegman;
BDA:406;1664;Leiden;Jacob Burghoorn;Gillis Joosten Saeghman;(fol. A1r) [In zwart en rood] Groote Comptoir| Almanach| Op 't Schrickel Iaer ons Heeren Iesu| Christi M.DC.LXIIII. Na de Nieuwe  en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste|  en Leer marckten. Als mede de MAEN ALMANACH, daer in men alle Dagen| sien kan wat uur de Maen 's avondts ende 's morgens op en onder gaet, tot groot gerief van alle Bor | gers, en Reysende Luyden,  oock op yder Maendt een Pronosticatie, de Conjunctie der Planeten en de Zaey | Almanach, voorts de tijdt van 't begin der Vier Getijden des Iaers, en de Eclipsen, als mede noch verscheyde|  teeckenen van een vrucht of onvruchtbaer Iaer, van goet en quaet weer, Sneeuw, Hagel, Vorst, etc.| Item, de Vacantien voor den Hove van Hollandt, en de Stadt Amster | dam, met een apart Register op  yder Maendt en Dagh, van de Kermissen, Paerde marckten,| en Leer marckten, van veele Steeden, en al de Hollandtsche Dorpen, die om de veelheyt, in de Almanach, op| haer Dagh niet konnen gestelt  worden, voorts 't Varen van de Buyte  en Binne schuyten, het verlangen en| verkorten van de Poort klocken, de Water getijden, de Natuer en werckingh der Planeten, en een Tafeltje| aenwijsende wanneer de Son op en onder gaet. Gestelt door GILLIS JOOSTEN SAEGHMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: ANNO 1664.]| t' AMSTERDAM,| [lijn]| Gedruckt by GILLIS JOOSTEN SAEGHMAN, Boeck drucker en| Boeck verkooper in de Nieuwe straet, in de  Druckery, 1664.||;4o:A D 4;KBH 122 D 4:1668 [titelpagina ontbreekt];;;Amsterdam;Gillis Joosten Saegman;
BDA:407;1664;Leiden;Jacob Burghoorn;Gillis Joosten Saeghman;(fol. A1r) [In zwart en rood] Groote Comptoir| Almanach| Op 't Schrickel Iaer ons Heeren Iesu| Christi M.DC.LXIIII. Na de Nieuwe  en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste|  en Leer marckten. Als mede de MAEN ALMANACH, daer in men alle Dagen| sien kan wat uur de Maen 's avondts ende 's morgens op en onder gaet, tot groot gerief van alle Bor | gers, en Reysende Luyden,  oock op yder Maendt een Pronosticatie, de Conjunctie der Planeten en de Zaey | Almanach, voorts de tijdt van 't begin der Vier Getijden des Iaers, en de Eclipsen, als mede noch verscheyde|  teeckenen van een vrucht of onvruchtbaer Iaer, van goet en quaet weer, Sneeuw, Hagel, Vorst, etc.| Item, de Vacantien voor den Hove van Hollandt, en de Stadt Amster | dam, met een apart Register op  yder Maendt en Dagh, van de Kermissen, Paerde marckten,| en Leer marckten, van veele Steeden, en al de Hollandtsche Dorpen, die om de veelheyt, in de Almanach, op| haer Dagh niet konnen gestelt  worden, voorts 't Varen van de Buyte  en Binne schuyten, het verlangen en| verkorten van de Poort klocken, de Water getijden, de Natuer en werckingh der Planeten, en een Tafeltje| aenwijsende wanneer de Son op en onder gaet. Gestelt door GILLIS JOOSTEN SAEGHMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: ANNO 1664.]| t' AMSTERDAM,| [lijn]| Gedruckt by GILLIS JOOSTEN SAEGHMAN, Boeck drucker en| Boeck verkooper in de Nieuwe straet, in de  Druckery, 1664.||;4o:A D 4;KBH 122 D 4:1668 [titelpagina ontbreekt];;;Amsterdam;Gillis Joosten Saegman;
BDA:408;1664;Leiden;Jacob Burghoorn;Gillis Joosten Saeghman;(fol. A1r) [In zwart en rood] Groote Comptoir| Almanach| Op 't Schrickel Iaer ons Heeren Iesu| Christi M.DC.LXIIII. Na de Nieuwe  en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste|  en Leer marckten. Als mede de MAEN ALMANACH, daer in men alle Dagen| sien kan wat uur de Maen 's avondts ende 's morgens op en onder gaet, tot groot gerief van alle Bor | gers, en Reysende Luyden,  oock op yder Maendt een Pronosticatie, de Conjunctie der Planeten en de Zaey | Almanach, voorts de tijdt van 't begin der Vier Getijden des Iaers, en de Eclipsen, als mede noch verscheyde|  teeckenen van een vrucht of onvruchtbaer Iaer, van goet en quaet weer, Sneeuw, Hagel, Vorst, etc.| Item, de Vacantien voor den Hove van Hollandt, en de Stadt Amster | dam, met een apart Register op  yder Maendt en Dagh, van de Kermissen, Paerde marckten,| en Leer marckten, van veele Steeden, en al de Hollandtsche Dorpen, die om de veelheyt, in de Almanach, op| haer Dagh niet konnen gestelt  worden, voorts 't Varen van de Buyte  en Binne schuyten, het verlangen en| verkorten van de Poort klocken, de Water getijden, de Natuer en werckingh der Planeten, en een Tafeltje| aenwijsende wanneer de Son op en onder gaet. Gestelt door GILLIS JOOSTEN SAEGHMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: ANNO 1664.]| t' AMSTERDAM,| [lijn]| Gedruckt by GILLIS JOOSTEN SAEGHMAN, Boeck drucker en| Boeck verkooper in de Nieuwe straet, in de  Druckery, 1664.||;4o:A D 4;KBH 122 D 4:1668 [titelpagina ontbreekt];;;Amsterdam;Gillis Joosten Saegman;
BDA:409;1664;Leiden;Jacob Burghoorn;;;;GAL Stadsarchief inv. nr. 346;;;;;
BDA:410;1664;Amsterdam;Hendrick Magnus;Jan Jacobsz  Bouman;(fol. A1r) [In zwart en rood] Groote Comptoir| ALMANACH,| Op het Schrickel Iaer ons Heeren Iesu| Christi M.DC.LXIV. Na de Nieuwe en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste| en Leer marckten van de Geunieerde Provincien.| Als mede de MAEN ALMANACH, daer in men alle Dagen sien kan wat| uur de Maen des avondts ende des morgens op en onder gaet. Met een kort verhael van alle| 't gedenckwaerdighste in 13 Maenden in Europa is voorgevallen.| Item, de Vacantien. Voorts 't varen van de Buyte en Binne schuyten, het verlangen| en verkorten van de Poort klocken, de Water getijden, 't Reysen der Koopmans Boden, en een Tafeltje,| aenwijsende wanneer de Son op en onder gaet. Gestelt door JOANNES BOUMAN.| [houtsnede koopmansbeurs Amsterdam, met opschrift: BVRSA AMSTERDAMENSIS [en] ANNO 1664]| t' AMSTERDAM,| [lijn]| Voor Hendrick Magnus, Boeckbinder in de Calver straet, op de hoeck| van de Roosebooms steegh. ANNO 1664. [dit adres is gedrukt op een los strookje dat over het oorspronkelijke adres is geplakt. Het oorspronkelijke adres luidde: Gedruckt by Joannes Bouman, [?]| [...] ANNO [...].);4o:A D 4;GAA PA 76 186;;;Amsterdam;Jan Jacobsz Bouman;
BDA:411;1665;Amsterdam;Gillis Joosten Saeghman;?;(fol. A1r) [In zwart en rood] ALMANACH,| Na den Nieuwe  en Oude stijl,| [vervolg ontbreekt door beschadiging] 1665.| [houtsnede koopmansbeurs Amsterdam]| Gedr. by Gillis Joosten Saeghman.||;32o:[A] 8 B 8;UBL 1156 H 67;Twee bijwerkjes: A 8 Hoveniers Almanach, [...] t' Amsterdam, By Gillis Joosten Saeghman. En: A B 8 Chronijcken [...] t' Amsterdam, [...] by Gillis Joosten Saeghman, [...].;;;;
BDA:412;1665;Amsterdam;Gillis Joosten Saeghman;Gillis Joosten Saeghman;(fol. A1r) [In zwart en rood] SCHRYF | Almanach,| Na de Nieuwe en Oude stijl,| Op 't Iaer ons Heeren 1665.| [lijn]| Door Gillis Joosten Saeghman.| [wapen van Amsterdam]| t' AMSTERDAM,| [lijn]| By Gillis Joosten Saeghman, Boeck verkooper| in de Nieuwe straet.||;16o:A D 8;CL;Een bijwerkje: A B 8 Kort en Bondigh Chronijcxken  [..[ ook bij Saeghman in Amsterdam.;;;;
BDA:413;1665;Amsterdam;Jacob Cornelisz Stichter;Dirck Rembrantsz van Nierop;(fol. A1r) [in zwart en rood] Schrijf | Almanach,| Na den Nieuwe en Oude stijl op het| Iaer ons Heeren Iesu Christi 1665.| Versien met alle de Iaer Marckten,| Paarde, Leer en Beeste marckten.| Aanwijsende alle daag de Maans op of onderganc| in dese Lande, seer gerieflijck voor alle menschen| Door Dirck Rembrantsz van Nierop| [met rood ingekleurde houtsnede: wapen van Amsterdam]| Amsterdam gedrukt by Jacob Stichter| Woonende op de Haarlemmer straat 1665.||;16o:[A] 8 B D 8;MBL S 10.423 (XII B 51);Drie bijwerkjes: A 8: Schutters almanach [...] A 8: Den Italiaense waersegger [...]. A B 8: Kort chronijcxken [...], Amsterdam, Jacob Stichter.;;;;
BDA:414;1665;Amsterdam;Isaac Calckoen;Jan Jacobsz Bouman;(fol. A1r) [In zwart en rood]| Groote Comptoir| ALMANACH,| Op het Iaer ons Heeren Iesu Christi M.DC.LXV.| Na den Nieuwe en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste| en Leer markten van de Geunieerde Provintien.| Als mede de MAEN ALMANACH, daer in men alle de Dagen sien kan wat| uur de Maen des avondts en des morgens op en onder gaet. Hoveniers Almanach. Met| een kort verhael van alle 't gedenckwaerdigste in 13 Maenden in Europa voorgevallen is.| Item, de Vacantien. Voorts 't varen vande Buyte en Binne schuyten, het verlangen| en verkorten van de  Poort klocken, de Water getijden, 't Reysen der Koopmans Boden, en een Tafeltje,| aenwijsende wanneer de Son op en onder gaet. Gestelt door JOANNES BOUMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: BVRSA AMSTERDAMENSIS [en] ANNO 1665]| t' AMSTERDAM,| [lijn]| Gedruckt by JOANNES BOUMAN, op 't Water, tegen over de Koorn | Beurs, in de Lelye onder de Doornen. ANNO 1665.||;4o:A D 4;MAA;;;Amsterdam;Jan Jacobsz Bouman;
BDA:415;1665;Amsterdam;Isaac Calckoen;Jan Jacobsz Bouman;(fol. A1r) [In zwart en rood]| Groote Comptoir| ALMANACH,| Op het Iaer ons Heeren Iesu Christi M.DC.LXV.| Na den Nieuwe en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste| en Leer markten van de Geunieerde Provintien.| Als mede de MAEN ALMANACH, daer in men alle de Dagen sien kan wat| uur de Maen des avondts en des morgens op en onder gaet. Hoveniers Almanach. Met| een kort verhael van alle 't gedenckwaerdigste in 13 Maenden in Europa voorgevallen is.| Item, de Vacantien. Voorts 't varen vande Buyte en Binne schuyten, het verlangen| en verkorten van de  Poort klocken, de Water getijden, 't Reysen der Koopmans Boden, en een Tafeltje,| aenwijsende wanneer de Son op en onder gaet. Gestelt door JOANNES BOUMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: BVRSA AMSTERDAMENSIS [en] ANNO 1665]| t' AMSTERDAM,| [lijn]| Gedruckt by JOANNES BOUMAN, op 't Water, tegen over de Koorn | Beurs, in de Lelye onder de Doornen. ANNO 1665.||;4o:A D 4;MAA;;;Amsterdam;Jan Jacobsz Bouman;
BDA:416;1665;Amsterdam;Isaac Calckoen;Jan Jacobsz Bouman;(fol. A1r) [In zwart en rood]| Groote Comptoir| ALMANACH,| Op het Iaer ons Heeren Iesu Christi M.DC.LXV.| Na den Nieuwe en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste| en Leer markten van de Geunieerde Provintien.| Als mede de MAEN ALMANACH, daer in men alle de Dagen sien kan wat| uur de Maen des avondts en des morgens op en onder gaet. Hoveniers Almanach. Met| een kort verhael van alle 't gedenckwaerdigste in 13 Maenden in Europa voorgevallen is.| Item, de Vacantien. Voorts 't varen vande Buyte en Binne schuyten, het verlangen| en verkorten van de  Poort klocken, de Water getijden, 't Reysen der Koopmans Boden, en een Tafeltje,| aenwijsende wanneer de Son op en onder gaet. Gestelt door JOANNES BOUMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: BVRSA AMSTERDAMENSIS [en] ANNO 1665]| t' AMSTERDAM,| [lijn]| Gedruckt by JOANNES BOUMAN, op 't Water, tegen over de Koorn | Beurs, in de Lelye onder de Doornen. ANNO 1665.||;4o:A D 4;MAA;;;Amsterdam;Jan Jacobsz Bouman;
BDA:417;1665;Amsterdam;Isaac Calckoen;Jan Jacobsz Bouman;(fol. A1r) [In zwart en rood]| Groote Comptoir| ALMANACH,| Op het Iaer ons Heeren Iesu Christi M.DC.LXV.| Na den Nieuwe en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste| en Leer markten van de Geunieerde Provintien.| Als mede de MAEN ALMANACH, daer in men alle de Dagen sien kan wat| uur de Maen des avondts en des morgens op en onder gaet. Hoveniers Almanach. Met| een kort verhael van alle 't gedenckwaerdigste in 13 Maenden in Europa voorgevallen is.| Item, de Vacantien. Voorts 't varen vande Buyte en Binne schuyten, het verlangen| en verkorten van de  Poort klocken, de Water getijden, 't Reysen der Koopmans Boden, en een Tafeltje,| aenwijsende wanneer de Son op en onder gaet. Gestelt door JOANNES BOUMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: BVRSA AMSTERDAMENSIS [en] ANNO 1665]| t' AMSTERDAM,| [lijn]| Gedruckt by JOANNES BOUMAN, op 't Water, tegen over de Koorn | Beurs, in de Lelye onder de Doornen. ANNO 1665.||;4o:A D 4;MAA;;;Amsterdam;Jan Jacobsz Bouman;
BDA:418;1665;Amsterdam;Samuel Imbrechts;?;[exemplaar onbekend] Een eeuwighdurende Almanack, op tweederley wijse, in koper seer konstigh gesneden, sonder te versteecken ofte te versetten, seer bequaem om in Tafelboeckjes en op Comptoiren,  sonder eenige moeyelijckheyt gebruyckt te worden. Noyt also gesien en gemaeckt tot Amsterdam by Samuel Imbrecht 1665.;?;Onbekend;;;;;
BDA:419;1665;Leeuwarden;Frans Hardomans;Theodorus Hoen;[exemplaar onbekend] Billandts almanach voor 1665;16o ?;Onbekend;;;;;
BDA:420;1665;Amsterdam;Gillis Joosten Saeghman;Gillis Joosten Saeghman;(fol. A1r) [In zwart en rood] Groote Comptoir| Almanach| Op 't Iaer ons Heeren Iesu Christi| M.DC.LXIV. Na de Nieuwe  en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste| en  Leer marckten, als mede de Maen Almanach, daer in men alle Dagen | siet wat uur de Maen 's avonts en 's morgens op en onder gaet, oock op yder Maent|een Pronosticatie, de Conjunctie der Planeten, de Zaey Almanach, en Boere Kermissen, etc.| Item, de Vacantien voor den Hove van Hollandt, en de Stadt| Amsterdam, 't Varen van de Buyte  en Binne schuyten, de Water getijden, Poort |klocken, ende de groote van de Aerde en seven Planeten, etc. Gepractiseert en gestelt door| GILLIS JOOSTEN SAEGHMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: ANNO 1665, en een rode  circel met daarin 7 pijlen (de zeven provincien) bijeengebonden]| t' AMSTERDAM,| [lijn]| Gedruckt by GILLIS JOOSTEN SAEGHMAN, Boeck drucker en| Boeck verkooper in de Nieuwe straet, in de  Druckery, 1665.||;4o:A D 4;RAZH archief Hof van Holland doos 2;;;Amsterdam;Gillis Joosten Saegman;
BDA:421;1665;Amsterdam;Gillis Joosten Saeghman;Gillis Joosten Saeghman;(fol. A1r) [In zwart en rood] Groote Comptoir| Almanach| Op 't Iaer ons Heeren Iesu Christi| M.DC.LXIV. Na de Nieuwe  en Oude stijl.| Versien met alle de Iaer marckten, Paerde, Beeste| en  Leer marckten, als mede de Maen Almanach, daer in men alle Dagen | siet wat uur de Maen 's avonts en 's morgens op en onder gaet, oock op yder Maent|een Pronosticatie, de Conjunctie der Planeten, de Zaey Almanach, en Boere Kermissen, etc.| Item, de Vacantien voor den Hove van Hollandt, en de Stadt| Amsterdam, 't Varen van de Buyte  en Binne schuyten, de Water getijden, Poort |klocken, ende de groote van de Aerde en seven Planeten, etc. Gepractiseert en gestelt door| GILLIS JOOSTEN SAEGHMAN.| [houtsnede koopmansbeurs Amsterdam met opschrift: ANNO 1665, en een rode  circel met daarin 7 pijlen (de zeven provincien) bijeengebonden]| t' AMSTERDAM,| [lijn]| Gedruckt by GILLIS JOOSTEN SAEGHMAN, Boeck drucker en| Boeck verkooper in de Nieuwe straet, in de  Druckery, 1665.||;4o:A D 4;RAZH archief Hof van Holland doos 2;;;Amsterdam;Gillis Joosten Saegman;
